"","NLM__n1","NLM__n2","NLM__n3","NLM__n4","NLM__n5","NLM__n6"
"36",1,293.425445556641,0.00361973443068564,0.794276118278503,25129.841796875,46286.18359375
"37",1,285,0.00428743753582239,0,25090.0546875,46294.7109375
"38",3,127.455871582031,0.0448257215321064,26.9051456451416,25036.83984375,46154.3828125
"39",1,57,0.0408167764544487,1.53620898723602,25177.6484375,45688.7109375
"40",1,280.692443847656,0.0296249091625214,5.17536401748657,25397.40234375,45433.37109375
"41",0,40.3050880432129,NA,0,25223.015625,45962.51171875
"42",1,268.868469238281,0.00508111575618386,2.45299434661865,25058.6328125,46491.67578125
"43",1,308.274627685547,0.00327002932317555,5.65012216567993,25064.7890625,46452.28125
"44",3,117.508506774902,0.0392567366361618,26.8269996643066,25020.337890625,46139.02734375
"45",3,243.504104614258,0.0506747104227543,5.59826374053955,25406.466796875,44142.7734375
"46",3,423.682952880859,0.00690168747678399,4.59659576416016,25236.294921875,43815.26171875
"47",0,40.3050880432129,NA,0,25269.47265625,43134.05859375
"48",1,120.915260314941,0.0116406390443444,2.22445845603943,25351.435546875,42431.25390625
